country,iso_code,year,region,income_group,crop,area_harvested_ha,production_tonnes,yield_kg_ha,fertilizer_use_kg_ha,irrigation_pct,avg_temp_weather,avg_min_temp,avg_max_temp,avg_precipitation,avg_rain,avg_transp,annual_gdd,annual_precip_total,daily_precip_sd,extreme_hot_days,extreme_cold_days,extreme_temp_days,daily_precip_cv,extreme_hot32_days,extreme_hot35_days
India,IND,2015,South Asia,Lower middle income,Maize,163212,1029897.15,6310.18,,32.9,27.5312,22.7526,32.677,3.2367,3.2367,4.762,6465.9,1181.4,11.9433,272,0,272,3.6899,159,78
United Kingdom,GBR,2021,Europe,High income,Maize,5964495,77136609.07,12932.63,210.25,28.0,7.1342,4.2255,9.8677,4.9819,4.4156,1.282,398.05,1818.4,8.4019,0,83,83,1.6865,0,0
Ukraine,UKR,2023,Europe,Lower middle income,Wheat,5429051,39230310.99,7226.0,71.46,14.1,11.4578,7.1792,15.9529,1.4227,1.2622,2.5852,1744.45,519.3,3.5152,20,88,108,2.4708,8,1
India,IND,2022,South Asia,Lower middle income,Soybeans,3895208,14692653.15,3771.98,105.02,27.8,27.2581,22.2389,33.0647,5.2178,5.2178,4.8618,6442.9,1904.5,13.4263,235,0,235,2.5732,142,98
Canada,CAN,2020,North America,High income,Maize,3302795,36478068.68,11044.61,194.36,54.3,-0.7978,-5.0721,3.4112,1.8019,1.306,1.4666,549.85,659.5,3.9761,0,216,216,2.2066,0,0
Ethiopia,ETH,2016,Sub-Saharan Africa,Low income,Maize,650560,3494003.35,5370.76,21.88,13.1,23.8221,18.4344,29.671,1.6536,1.6536,5.2967,5143.3,605.2,4.4786,167,0,167,2.7085,47,5
Pakistan,PAK,2017,South Asia,Lower middle income,Soybeans,2218300,8118164.22,3659.63,56.95,10.7,20.0468,13.7625,26.3948,0.697,0.6786,5.0628,3873.7,254.4,2.1718,171,25,196,3.116,123,58
Pakistan,PAK,2015,South Asia,Lower middle income,Rice,3909601,22697644.58,5805.62,99.19,32.1,18.7816,12.6214,24.8762,0.8553,0.8553,4.7112,3391.7,312.2,2.2465,135,24,159,2.6264,85,19
Mexico,MEX,2018,Central America,Upper middle income,Wheat,523326,3680597.35,7033.09,126.5,34.0,18.0973,11.4847,25.4082,1.2975,1.2975,5.0705,3107.5,473.6,3.3309,40,6,46,2.5671,10,2
China,CHN,2018,East Asia,Upper middle income,Rice,1209513,9486614.65,7843.33,110.93,31.8,8.0814,2.8918,13.8638,1.5959,1.449,2.8673,1198.2,582.5,4.1291,1,140,141,2.5873,0,0
Bangladesh,BGD,2022,South Asia,Lower middle income,Maize,2351090,19098356.08,8123.19,64.15,20.9,25.1153,21.1822,30.1238,4.6247,4.6247,3.749,5713.35,1688.0,9.9823,218,0,218,2.1585,128,15
Mali,MLI,2020,Sub-Saharan Africa,Low income,Wheat,708843,3293185.84,4645.86,21.98,11.9,28.7503,22.1527,35.2372,0.1306,0.1306,8.1436,6842.35,47.8,0.9625,311,0,311,7.3698,267,215
Indonesia,IDN,2023,Southeast Asia,Lower middle income,Wheat,2160807,11336740.17,5246.53,89.8,24.6,26.0077,22.8266,31.0011,11.2605,11.2605,3.6877,6173.55,4110.1,10.6898,265,0,265,0.9493,108,0
Ethiopia,ETH,2021,Sub-Saharan Africa,Low income,Rice,1527069,8000147.31,5238.89,21.87,12.3,23.5216,18.0589,29.6337,1.4792,1.4792,5.6295,5053.9,539.9,4.5952,159,0,159,3.1066,71,0
Thailand,THA,2017,Southeast Asia,Upper middle income,Soybeans,3173125,19169189.9,6041.11,133.14,32.7,26.6688,23.286,30.774,5.6323,5.6323,3.9499,6215.95,2055.8,9.0535,226,0,226,1.6074,93,14
Thailand,THA,2022,Southeast Asia,Upper middle income,Wheat,804632,4600235.41,5717.19,129.1,28.3,26.2071,22.494,30.9099,6.4164,6.4164,4.0748,6096.2,2342.0,9.4416,256,0,256,1.4715,98,11
Great Britain,GBR,2015,Europe,High income,Wheat,4359572,35049313.53,8039.62,165.29,41.5,6.906,3.8164,9.8553,4.043,3.5326,1.2513,181.4,1475.7,5.3651,0,70,70,1.327,0,0
India,IND,2018,South Asia,Lower middle income,Wheat,3895100,17299686.74,4441.4,62.94,45.2,27.3666,22.2866,33.0649,3.0104,3.0104,4.8552,6451.65,1098.8,10.3204,253,0,253,3.4282,183,105
Mali,MLI,2015,Sub-Saharan Africa,Low income,Wheat,1191378,3797756.33,3187.7,16.21,10.9,28.2323,20.8216,35.2915,0.1463,0.1463,8.4531,6590.65,53.4,1.1402,269,0,269,7.7932,245,217
Argentina,ARG,2019,South America,Upper middle income,Wheat,4296870,33821753.04,7871.25,131.14,30.3,16.1721,11.1151,21.88,0.9353,0.9353,4.2734,2538.75,341.4,3.877,54,7,61,4.145,31,6
Egypt,EGY,2015,North Africa,Lower middle income,Maize,4305575,35081011.91,8147.81,86.6,17.1,22.5808,15.6258,28.5677,0.0088,0.0088,6.9177,4438.5,3.2,0.1197,184,0,184,13.6487,161,95
Germany,DEU,2017,Europe,High income,Rice,2020428,16219232.89,8027.62,236.0,28.2,9.5438,5.9321,13.1836,1.951,1.8233,1.8621,1013.15,712.1,3.9871,1,75,76,2.0437,0,0
Australia,AUS,2018,Oceania,High income,Wheat,4012460,24359556.99,6070.98,248.49,37.5,23.106,15.8951,29.7466,0.2997,0.2997,7.0671,4685.8,109.4,1.9478,189,0,189,6.4986,163,102
Morocco,MAR,2020,North Africa,Lower middle income,Wheat,4367408,22453381.69,5141.12,90.56,24.7,19.7907,13.2331,27.0336,1.2604,1.2604,4.6356,3731.2,461.3,4.7176,136,0,136,3.743,114,72
Argentina,ARG,2017,South America,Upper middle income,Wheat,2304612,14319847.34,6213.56,115.78,31.0,16.2458,11.5786,21.4603,1.7444,1.7444,3.9585,2480.55,636.7,5.6891,47,2,49,3.2614,31,9
Indonesia,IDN,2020,Southeast Asia,Lower middle income,Wheat,2983027,18953904.92,6353.92,83.28,24.0,25.8281,23.1219,30.2279,12.582,12.582,3.3469,6103.0,4605.0,10.9023,228,0,228,0.8665,37,0
Japan,JPN,2022,East Asia,High income,Soybeans,587280,2940769.1,5007.44,177.18,42.1,9.6192,5.5833,14.56,3.9573,3.417,2.5288,1489.75,1444.4,7.2883,1,116,117,1.8417,0,0
South Korea,KOR,2019,East Asia,High income,Soybeans,2272059,11542354.17,5080.13,193.23,37.4,10.7093,6.866,15.1655,3.429,3.3323,2.4951,1685.65,1251.6,9.5393,3,116,119,2.7819,0,0
Tanzania,TZA,2022,Sub-Saharan Africa,Low income,Wheat,1667909,3774571.07,2263.06,30.49,16.1,22.6841,17.2608,28.6151,1.6101,1.6101,5.4504,4722.35,587.7,4.2831,95,0,95,2.6601,27,0
Germany,DEU,2017,Europe,High income,Soybeans,1167845,5617679.68,4810.3,256.75,51.7,9.5438,5.9321,13.1836,1.951,1.8233,1.8621,1013.15,712.1,3.9871,1,75,76,2.0437,0,0
Ukraine,UKR,2019,Europe,Lower middle income,Wheat,1926249,10725503.59,5568.08,67.48,,11.111,6.7808,15.6515,1.0907,0.8789,2.542,1710.45,398.1,2.5226,23,89,112,2.3129,3,0
India,IND,2022,South Asia,Lower middle income,Maize,4690450,38852233.46,8283.26,80.67,34.3,27.2581,22.2389,33.0647,5.2178,5.2178,4.8618,6442.9,1904.5,13.4263,235,0,235,2.5732,142,98
Mali,MLI,2016,Sub-Saharan Africa,Low income,Wheat,54054,259416.75,4799.21,20.92,14.4,28.9336,21.6322,35.8104,0.088,0.088,8.3945,6852.0,32.2,0.5534,294,0,294,6.2898,256,211
China,CHN,2020,East Asia,Upper middle income,Soybeans,4098688,22480497.37,5484.8,162.64,38.5,8.3407,3.3391,13.9224,1.6388,1.4833,2.9009,1117.9,599.8,4.4683,0,142,142,2.7266,0,0
Mali,MLI,2019,Sub-Saharan Africa,Low income,Maize,164493,1006444.86,6118.47,22.1,10.0,28.126,21.6408,34.7096,0.1984,0.1984,8.0509,6633.95,72.4,1.3155,269,0,269,6.6322,234,199
Bangladesh,BGD,2022,South Asia,Lower middle income,Rice,1138450,7928886.73,6964.63,93.27,24.3,25.1153,21.1822,30.1238,4.6247,4.6247,3.749,5713.35,1688.0,9.9823,218,0,218,2.1585,128,15
Brazil,BRA,2017,South America,Upper middle income,Wheat,2715094,17654091.05,6502.2,114.39,19.6,26.5077,21.7822,32.4556,2.9474,2.9474,4.4722,6248.4,1075.8,6.3516,308,0,308,2.155,190,71
Pakistan,PAK,2020,South Asia,Lower middle income,Maize,829886,5986681.6,7213.86,86.2,26.8,19.1874,12.7705,25.282,1.2276,1.2251,4.7705,3585.0,449.3,3.8682,145,35,180,3.1511,108,50
Japan,JPN,2022,East Asia,High income,Maize,633982,6159226.22,9715.14,126.96,23.7,9.6192,5.5833,14.56,3.9573,3.417,2.5288,1489.75,1444.4,7.2883,1,116,117,1.8417,0,0
Germany,DEU,2020,Europe,High income,Soybeans,4009428,22430180.47,5594.36,152.42,35.4,10.4383,6.3284,14.4691,1.6003,1.5544,2.1561,1088.9,585.7,3.1508,6,49,55,1.9689,3,0
Mexico,MEX,2020,Central America,Upper middle income,Maize,2863398,20261553.03,7076.05,165.81,39.2,18.8077,11.6328,26.368,0.8721,0.8716,5.5003,3310.55,319.2,3.1615,72,3,75,3.625,12,0
Uganda,UGA,2023,Sub-Saharan Africa,Low income,Soybeans,1641281,4784402.18,2915.04,30.15,10.5,23.8307,18.6726,30.1452,2.9452,2.9452,4.7386,5259.25,1075.0,5.7877,183,0,183,1.9651,73,6
Vietnam,VNM,2015,Southeast Asia,Lower middle income,Wheat,1188989,6131376.12,5156.8,79.87,28.6,22.8712,19.6775,27.6351,3.7216,3.7216,3.7785,4984.55,1358.4,7.3182,59,0,59,1.9664,17,0
Kenya,KEN,2022,Sub-Saharan Africa,Low income,Wheat,1078748,3543853.61,3285.15,,,24.6742,19.7307,30.3942,1.8679,1.8679,5.1877,5497.8,681.8,4.485,199,0,199,2.401,87,2
India,IND,2020,South Asia,Lower middle income,Soybeans,4631037,17958408.0,3877.84,112.22,32.2,27.1399,22.4333,32.5413,3.5399,3.5399,4.5343,6400.35,1295.6,8.1058,256,0,256,2.2899,163,80
China,CHN,2018,East Asia,Upper middle income,Soybeans,4066880,17904906.58,4402.61,141.18,37.4,8.0814,2.8918,13.8638,1.5959,1.449,2.8673,1198.2,582.5,4.1291,1,140,141,2.5873,0,0
Bangladesh,BGD,2018,South Asia,Lower middle income,Maize,3716162,33716544.11,9072.95,49.26,24.6,24.8129,20.9523,29.5811,4.5266,4.5266,3.4489,5572.35,1652.2,8.5726,213,0,213,1.8938,86,2
Ethiopia,ETH,2018,Sub-Saharan Africa,Low income,Rice,1962422,9781810.28,4984.56,29.81,10.4,23.4375,18.2334,29.6611,1.1244,1.1244,5.5079,5090.75,410.4,2.5684,167,0,167,2.2843,56,0
Mexico,MEX,2021,Central America,Upper middle income,Rice,1255015,10113608.98,8058.56,121.43,51.5,18.4008,11.2085,26.1266,1.1003,1.1003,5.3518,3170.65,401.6,3.1257,39,4,43,2.8408,10,0
Japan,JPN,2021,East Asia,High income,Maize,3667886,,10067.25,185.32,59.1,9.7458,5.8167,14.5205,5.0586,4.734,2.4551,1379.75,1846.4,12.4436,0,108,108,2.4599,0,0
Ukraine,UKR,2017,Europe,Lower middle income,Soybeans,4910647,19203893.81,3910.66,78.24,20.4,10.406,5.9751,15.0096,1.3047,1.0463,2.5917,1621.45,476.2,2.923,36,89,125,2.2404,18,2
Egypt,EGY,2016,North Africa,Lower middle income,Rice,4498623,26220417.43,5828.54,69.1,37.6,22.8437,15.9027,29.0208,0.0008,0.0008,7.0119,4588.0,0.3,0.0157,194,0,194,19.1311,159,105
Morocco,MAR,2015,North Africa,Lower middle income,Maize,4327391,45739783.12,10569.83,90.37,17.5,17.1616,10.5485,24.1447,1.7545,1.5926,3.8964,2830.95,640.4,4.1339,88,9,97,2.3561,68,36
Bangladesh,BGD,2018,South Asia,Lower middle income,Rice,3129887,20860503.53,6664.94,70.28,21.2,24.8129,20.9523,29.5811,4.5266,4.5266,3.4489,5572.35,1652.2,8.5726,213,0,213,1.8938,86,2
Ethiopia,ETH,2018,Sub-Saharan Africa,Low income,Maize,522100,2430492.74,,21.25,10.5,23.4375,18.2334,29.6611,1.1244,1.1244,5.5079,5090.75,410.4,2.5684,167,0,167,2.2843,56,0
Morocco,MAR,2015,North Africa,Lower middle income,Rice,318892,2321501.7,7279.9,84.81,13.5,17.1616,10.5485,24.1447,1.7545,1.5926,3.8964,2830.95,640.4,4.1339,88,9,97,2.3561,68,36
China,CHN,2019,East Asia,Upper middle income,Rice,3419022,24331760.38,7116.58,156.87,38.5,8.3756,3.2093,14.1729,1.5405,1.4345,2.8797,1158.15,562.3,5.0346,3,143,146,3.268,1,0
Canada,CAN,2017,North America,High income,Maize,2864390,33629920.37,11740.69,147.72,44.6,0.2151,-4.1775,4.5285,1.5712,1.0526,1.7344,694.75,573.5,4.3114,0,207,207,2.744,0,0
South Africa,ZAF,2015,Sub-Saharan Africa,Upper middle income,Rice,3809699,30351456.21,7966.89,125.55,32.9,19.194,11.7247,26.3444,0.5644,0.5644,6.1469,3390.5,206.0,2.3712,132,4,136,4.2014,102,48
Argentina,ARG,2019,South America,Upper middle income,Soybeans,2888329,11694185.38,4048.77,140.12,18.5,16.1721,11.1151,21.88,0.9353,0.9353,4.2734,2538.75,341.4,3.877,54,7,61,4.145,31,6
Argentina,ARG,2020,South America,Upper middle income,Soybeans,2510471,10594519.11,4220.13,133.52,36.6,15.9541,11.2101,21.3131,1.6098,1.6087,4.0697,2492.85,589.2,5.374,50,8,58,3.3382,26,5
Philippines,PHL,2021,Southeast Asia,Lower middle income,Rice,1058822,8241053.49,7783.23,95.88,22.4,27.5263,26.4556,28.5085,7.3099,7.3099,4.2857,6380.95,2668.1,12.6563,11,0,11,1.7314,0,0
Indonesia,IDN,2017,Southeast Asia,Lower middle income,Maize,4291196,35559096.48,8286.52,70.96,25.9,25.6304,22.9997,29.9627,12.0337,12.0337,3.2431,6015.65,4392.3,10.4717,187,0,187,0.8702,32,0
Germany,DEU,2021,Europe,High income,Wheat,523957,4593099.7,8766.18,184.95,39.1,9.0014,5.3011,12.7901,1.8833,1.5951,1.8654,983.75,687.4,3.2874,3,86,89,1.7455,1,0
Pakistan,PAK,2016,South Asia,Lower middle income,Rice,3703402,21161570.71,5714.09,85.49,27.2,19.8691,13.2344,26.1287,0.6361,0.6361,4.913,3628.55,232.8,2.1056,141,13,154,3.3104,97,37
Philippines,PHL,2018,Southeast Asia,Lower middle income,Maize,3583124,30925157.95,8630.78,67.93,13.7,27.4137,26.5112,28.2995,4.8764,4.8764,4.2724,6352.95,1779.9,8.9792,5,0,5,1.8413,0,0
Turkey,TUR,2022,Middle East,Upper middle income,Maize,1488357,10780478.68,7243.21,96.43,21.9,10.5236,4.9759,16.3723,1.1362,0.7942,3.4263,1611.3,414.7,2.7578,37,101,138,2.4273,17,2
South Africa,ZAF,2019,Sub-Saharan Africa,Upper middle income,Wheat,65935,350931.34,5322.38,108.46,31.7,19.3879,11.0753,26.8756,0.1668,0.1668,6.4828,3325.65,60.9,0.8713,136,10,146,5.2222,98,22
Canada,CAN,2022,North America,High income,Maize,4938088,64741493.1,13110.64,144.15,49.0,-0.7266,-5.1775,3.8693,1.0395,0.5811,1.7879,730.15,379.4,2.3371,1,207,208,2.2484,0,0
Uganda,UGA,2018,Sub-Saharan Africa,Low income,Wheat,792449,2932112.79,3700.06,,11.6,23.0016,18.4227,28.6477,2.9255,2.9255,4.2864,4940.35,1067.8,4.6595,104,0,104,1.5927,42,0
Ukraine,UKR,2017,Europe,Lower middle income,Rice,3570587,21969131.24,6152.81,59.38,26.9,10.406,5.9751,15.0096,1.3047,1.0463,2.5917,1621.45,476.2,2.923,36,89,125,2.2404,18,2
UK,GBR,2020,Europe,High income,Maize,233316,2612233.53,11196.12,218.21,33.3,7.1902,4.4281,9.9276,6.4516,6.0123,1.2232,283.8,2361.3,9.0062,0,61,61,1.396,0,0
Egypt,EGY,2018,North Africa,Lower middle income,Maize,4224550,25524131.35,6041.86,65.96,23.0,23.029,17.129,28.7723,0.0112,0.0112,6.9665,4727.65,4.1,0.1017,189,0,189,9.0527,156,87
Canada,CAN,2017,North America,High income,Wheat,3386357,21704560.8,6409.41,189.18,42.8,0.2151,-4.1775,4.5285,1.5712,1.0526,1.7344,694.75,573.5,4.3114,0,207,207,2.744,0,0
Germany,DEU,2016,Europe,High income,Wheat,4376353,34730406.16,7935.92,235.71,27.1,9.7787,6.1628,13.2514,1.5891,1.4923,1.8959,1128.85,581.6,2.8673,8,74,82,1.8044,1,0
United States,USA,2022,North America,High income,Soybeans,2738432,12027801.58,4392.22,212.52,28.7,12.3499,6.5586,18.5101,1.2721,1.1526,4.0006,2351.3,464.3,4.1398,80,130,210,3.2544,55,25
China,CHN,2016,East Asia,Upper middle income,Soybeans,3670671,15970431.52,4350.82,140.9,36.1,9.5268,4.2421,15.424,1.1279,1.006,3.2354,1510.05,412.8,2.8941,30,130,160,2.566,10,0
Canada,CAN,2023,North America,High income,Soybeans,3892731,26987541.37,6932.8,204.81,31.6,2.1496,-2.3748,6.6797,1.1868,0.8422,1.8926,870.65,433.2,3.155,0,190,190,2.6583,0,0
France,FRA,2021,Europe,High income,Maize,506663,5721170.5,11291.87,217.97,40.1,10.4575,6.7003,14.6145,2.4627,2.3721,2.1119,1094.2,898.9,4.105,4,52,56,1.6668,0,0
Australia,AUS,2022,Oceania,High income,Maize,2025108,,13637.45,177.07,47.0,21.7978,15.2425,28.1512,0.8419,0.8419,6.2772,4279.45,307.3,4.0053,153,0,153,4.7574,126,77
Mali,MLI,2023,Sub-Saharan Africa,Low income,Wheat,959091,2478989.15,2584.73,26.74,10.6,29.0827,22.5707,35.7184,0.0573,0.0573,8.2678,6987.75,20.9,0.3538,305,0,305,6.1781,285,229
Egypt,EGY,2023,North Africa,Lower middle income,Maize,2734230,17036933.39,6230.98,62.04,28.2,23.1274,16.6512,28.9386,0.0082,0.0082,6.9544,4671.55,3.0,0.0769,183,0,183,9.3622,147,91
India,IND,2018,South Asia,Lower middle income,Rice,605939,3920995.06,6470.94,90.07,30.8,27.3666,22.2866,33.0649,3.0104,3.0104,4.8552,6451.65,1098.8,10.3204,253,0,253,3.4282,183,105
Philippines,PHL,2015,Southeast Asia,Lower middle income,Rice,4853474,28557256.76,5883.88,65.37,,27.2271,26.0589,28.3896,4.1211,4.1211,4.1482,6286.85,1504.2,8.1993,15,0,15,1.9896,0,0
United Kingdom,GBR,2019,Europe,High income,Soybeans,1535522,9828099.8,6400.49,146.94,27.5,7.0425,4.4058,9.6532,5.0866,4.7611,1.2081,311.25,1856.6,7.1116,0,64,64,1.3981,0,0
United States,USA,2015,North America,High income,Maize,667808,6604884.14,9890.39,199.16,,13.1126,8.0025,18.8425,2.2589,2.111,3.6153,2347.85,824.5,5.9048,60,96,156,2.614,41,9
Vietnam,VNM,2019,Southeast Asia,Lower middle income,Soybeans,3206961,13183637.26,,62.26,20.4,22.0132,18.6753,26.866,4.5682,4.5682,3.8404,4661.3,1667.4,8.8294,38,0,38,1.9328,10,0
Mexico,MEX,2018,Central America,Upper middle income,Soybeans,2728422,12230495.45,4482.63,191.8,27.5,18.0973,11.4847,25.4082,1.2975,1.2975,5.0705,3107.5,473.6,3.3309,40,6,46,2.5671,10,2
Tanzania,TZA,2023,Sub-Saharan Africa,Low income,Soybeans,864015,2786532.01,3225.1,10.89,8.4,23.1841,17.8312,29.22,2.0751,2.0751,5.3742,4936.85,757.4,5.918,125,0,125,2.852,39,1
Vietnam,VNM,2020,Southeast Asia,Lower middle income,Maize,4054998,32850877.26,8101.33,90.9,24.2,22.2336,18.729,27.2795,5.1279,5.1279,3.9207,4759.55,1876.8,12.3804,55,0,55,2.4143,21,1
Nepal,NPL,2015,South Asia,Low income,Soybeans,2406740,6631539.37,2755.4,25.64,6.3,11.4559,6.8868,15.3282,14.0359,14.0205,2.5134,1034.4,5123.1,26.6803,0,64,64,1.9009,0,0
Bangladesh,BGD,2017,South Asia,Lower middle income,Rice,4769471,30667206.93,6429.9,79.71,30.0,25.0389,21.411,29.5205,7.5904,7.5904,3.3558,5645.0,2770.5,12.9937,180,0,180,1.7119,72,0
Vietnam,VNM,2023,Southeast Asia,Lower middle income,Soybeans,1522915,5196417.21,3412.15,,24.7,22.14,18.8268,27.1679,4.4036,4.4036,3.8249,4744.05,1607.3,7.0257,44,0,44,1.5955,11,0
Great Britain,GBR,2016,Europe,High income,Soybeans,1071533,6126249.05,5717.28,190.64,46.7,7.171,4.2533,10.0142,2.9956,2.6131,1.2479,344.9,1096.4,4.1288,0,80,80,1.3783,0,0
Nigeria,NGA,2023,Sub-Saharan Africa,Lower middle income,Wheat,4250911,20245253.73,4762.57,58.85,,25.3277,21.0395,30.583,2.8392,2.8392,4.4198,5771.1,1036.3,5.6663,194,0,194,1.9957,112,20
Vietnam,VNM,2016,Southeast Asia,Lower middle income,Soybeans,1073095,2305940.51,2148.87,69.56,26.2,23.2623,20.2432,27.7574,4.6844,4.6844,3.6424,5124.1,1714.5,8.9984,71,0,71,1.9209,36,5
Philippines,PHL,2017,Southeast Asia,Lower middle income,Rice,438662,2730591.51,6224.82,67.91,28.2,27.4233,26.4386,28.3455,7.1499,7.1499,4.1786,6348.1,2609.7,11.0177,14,0,14,1.541,0,0
Australia,AUS,2019,Oceania,High income,Soybeans,497138,2231108.02,4487.9,239.39,48.6,23.6808,15.8671,30.3373,0.0592,0.0592,7.5585,4792.2,21.6,0.5792,198,0,198,9.787,170,120
Pakistan,PAK,2022,South Asia,Lower middle income,Wheat,2131942,,6093.69,95.05,19.1,20.3871,13.7688,26.6126,1.2882,1.2871,5.0556,3835.25,470.2,4.6201,153,16,169,3.5864,109,48
Uganda,UGA,2023,Sub-Saharan Africa,Low income,Wheat,748767,3527614.55,4711.23,26.37,11.5,23.8307,18.6726,30.1452,2.9452,2.9452,4.7386,5259.25,1075.0,5.7877,183,0,183,1.9651,73,6
South Korea,KOR,2019,East Asia,High income,Wheat,179403,1357699.27,7567.87,173.2,45.9,10.7093,6.866,15.1655,3.429,3.3323,2.4951,1685.65,1251.6,9.5393,3,116,119,2.7819,0,0
France,FRA,2018,Europe,High income,Soybeans,5209231,33405665.59,6412.78,,61.3,11.7852,7.6904,16.1036,2.2581,2.1367,2.3831,1444.8,824.2,3.796,11,40,51,1.6811,4,0
Philippines,PHL,2016,Southeast Asia,Lower middle income,Maize,2187469,16189011.25,7400.8,71.54,27.6,27.4902,26.373,28.5803,6.8495,6.8495,3.8906,6396.45,2506.9,13.1545,12,0,12,1.9205,0,0
Argentina,ARG,2016,South America,Upper middle income,Maize,4175725,33777037.75,8088.9,104.56,25.1,15.4309,10.7276,20.5505,1.7497,1.7497,3.7409,2287.95,640.4,4.8424,50,6,56,2.7675,23,5
Vietnam,VNM,2016,Southeast Asia,Lower middle income,Rice,2358761,15936575.85,6756.33,52.83,24.6,23.2623,20.2432,27.7574,4.6844,4.6844,3.6424,5124.1,1714.5,8.9984,71,0,71,1.9209,36,5
Argentina,ARG,2020,South America,Upper middle income,Rice,2690172,22804289.15,8476.89,134.3,17.6,15.9541,11.2101,21.3131,1.6098,1.6087,4.0697,2492.85,589.2,5.374,50,8,58,3.3382,26,5
Mexico,MEX,2021,Central America,Upper middle income,Wheat,2081841,13129562.15,6306.71,200.22,35.4,18.4008,11.2085,26.1266,1.1003,1.1003,5.3518,3170.65,401.6,3.1257,39,4,43,2.8408,10,0
Ethiopia,ETH,2019,Sub-Saharan Africa,Low income,Maize,1917853,13158973.71,6861.3,29.69,3.9,23.5055,18.52,29.4373,1.8737,1.8737,5.3149,5102.2,683.9,4.5411,156,0,156,2.4236,67,0
Brazil,BRA,2019,South America,Upper middle income,Wheat,1844461,11225153.82,6085.87,154.35,17.4,27.0477,22.0022,33.3236,2.011,2.011,4.6602,6446.95,734.0,4.2231,337,0,337,2.1,254,83
Brazil,BRA,2023,South America,Upper middle income,Rice,399791,3525823.06,8819.17,160.89,34.4,26.689,21.6148,33.1885,3.6055,3.6055,4.6392,6351.6,1316.0,9.0144,323,0,323,2.5002,227,105
Australia,AUS,2023,Oceania,High income,Maize,4014860,49896885.33,12428.05,191.16,29.8,22.9315,16.0329,29.4416,0.9449,0.9449,6.7702,4652.4,344.9,4.9883,177,0,177,5.279,151,105
Philippines,PHL,2022,Southeast Asia,Lower middle income,Maize,3626938,24616429.67,6787.11,83.79,28.0,27.5696,26.2477,28.6792,7.1901,7.1901,4.3945,6374.15,2624.4,10.3744,22,0,22,1.4429,0,0
South Africa,ZAF,2017,Sub-Saharan Africa,Upper middle income,Rice,4819466,35320257.72,7328.67,129.74,53.5,18.5397,10.7685,25.8759,0.6011,0.6011,6.0362,3107.45,219.4,2.2696,117,10,127,3.7758,74,15
Mexico,MEX,2019,Central America,Upper middle income,Wheat,1406003,8145058.43,5793.06,,16.4,19.1479,11.9386,26.6912,0.7589,0.7586,5.5609,3407.75,277.0,2.8407,76,0,76,3.7431,12,0
Egypt,EGY,2023,North Africa,Lower middle income,Wheat,2593558,,7032.98,100.37,29.9,23.1274,16.6512,28.9386,0.0082,0.0082,6.9544,4671.55,3.0,0.0769,183,0,183,9.3622,147,91
Nepal,NPL,2016,South Asia,Low income,Soybeans,1958963,6251224.85,3191.09,28.67,7.5,12.3396,8.3978,15.9437,16.0055,16.0005,2.4404,1203.55,5858.0,26.7192,0,31,31,1.6694,0,0
Japan,JPN,2023,East Asia,High income,Maize,422351,5096379.79,12066.69,219.69,31.3,10.6688,6.3504,15.8964,4.2778,3.9477,2.7013,1604.15,1561.4,10.6839,2,103,105,2.4975,0,0
Ethiopia,ETH,2022,Sub-Saharan Africa,Low income,Wheat,2755454,8697714.37,3156.54,27.04,9.4,23.6184,18.1674,29.8227,1.5414,1.5414,5.6644,5108.2,562.6,3.689,157,0,157,2.3933,82,10
Kenya,KEN,2015,Sub-Saharan Africa,Low income,Wheat,65326,214920.34,3289.97,27.29,12.7,23.6605,18.8926,28.9679,2.271,2.271,4.9646,5084.55,828.9,5.2348,115,0,115,2.3051,23,0
United States,USA,2015,North America,High income,Rice,2195314,19768514.55,9004.87,133.2,23.1,13.1126,8.0025,18.8425,2.2589,2.111,3.6153,2347.85,824.5,5.9048,60,96,156,2.614,41,9
Pakistan,PAK,2021,South Asia,Lower middle income,Maize,3501382,16855843.22,4814.05,86.39,29.8,20.7419,13.8151,27.1545,0.4249,0.4249,5.223,3954.15,155.1,1.6333,153,27,180,3.8437,112,60
United States,USA,2020,North America,High income,Maize,2046434,33033616.35,16142.04,240.99,40.8,12.771,7.3945,18.6489,1.3262,1.1492,3.7945,2269.95,485.4,4.1823,73,111,184,3.1535,49,11
Egypt,EGY,2019,North Africa,Lower middle income,Soybeans,1267535,4428931.55,3494.13,79.96,32.2,22.5145,16.4814,28.2668,0.0342,0.0342,6.9374,4527.95,12.5,0.447,182,0,182,13.0516,155,95
Morocco,MAR,2021,North Africa,Lower middle income,Soybeans,168937,642217.93,3801.52,64.48,24.9,19.3414,12.6132,26.6419,1.0425,1.0425,4.5405,3551.75,380.5,3.3722,134,4,138,3.2348,103,63
Egypt,EGY,2015,North Africa,Lower middle income,Wheat,1181069,4310979.12,3650.07,99.25,20.1,22.5808,15.6258,28.5677,0.0088,0.0088,6.9177,4438.5,3.2,0.1197,184,0,184,13.6487,161,95
United Kingdom,GBR,2022,Europe,High income,Wheat,1894376,17313481.68,9139.41,193.38,32.4,7.5838,4.8088,10.3282,5.3408,5.0652,1.2717,332.95,1949.4,7.7653,0,63,63,1.454,0,0
